machine_id,machine_type,temperature,vibration,pressure,rpm,humidity,power_draw,operating_hours,maintenance_gap_days,tool_wear,age_days,thermal_stress,mechanical_stress,energy_intensity,maintenance_urgency,anomaly_label,failure_within_7_days
M-01590,cnc,72.62,4.8,33.22,1445.63,59.8,286.1,7.25,34,12.9,531,0.329,2.965,0.198,2.238,0,0
M-01591,cnc,74.75,4.87,24.6,1737.86,48.81,319.4,14.88,44,65.76,283,0.326,4.474,0.184,2.889,0,1
M-01592,cnc,84.39,3.47,33.75,1367.88,51.16,186.32,6.05,57,33.58,594,0.831,2.532,0.136,3.138,0,0
M-01593,turbine,62.13,6.29,35.02,1024.32,56.87,279.35,23.29,12,25.15,754,-0.225,3.423,0.273,2.506,0,0
M-01594,compressor,71.64,3.56,27.71,1435.62,46.96,191.35,16.76,52,64.67,814,0.151,3.3,0.133,3.764,0,0
M-01595,turbine,75.89,4.79,22.35,1757.43,67.83,437.7,5.32,23,46.23,339,0.573,4.069,0.249,1.522,1,0
M-01596,robotic_arm,66.96,5.03,31.6,1546.29,27.57,318.81,12.87,38,11.13,769,-0.276,3.199,0.206,2.933,0,0
M-01597,cnc,88.31,6.61,24.99,1357.24,48.45,313.18,8.44,24,83.12,969,1.0,5.235,0.231,2.274,0,1
M-01598,cnc,83.09,3.76,37.73,1509.2,61.61,320.08,13.81,13,30.28,785,0.87,2.828,0.212,2.003,0,0
M-01599,turbine,76.9,3.29,28.56,1624.8,41.86,344.29,8.94,53,63.73,1146,0.364,3.403,0.212,3.611,0,1
M-01600,cnc,91.94,2.1,41.35,1434.59,49.12,368.58,20.64,22,62.89,1133,1.188,2.464,0.257,3.062,0,1
M-01601,turbine,59.01,6.37,18.26,1922.75,59.12,203.37,18.42,3,10.34,639,-0.358,4.459,0.106,1.758,0,0
M-01602,cnc,73.92,4.79,31.81,1356.86,70.22,390.16,22.13,10,99.75,525,0.498,4.568,0.288,2.165,0,1
M-01603,robotic_arm,77.66,4.83,39.58,1630.45,36.47,385.98,7.96,57,47.53,597,0.348,3.939,0.237,3.255,0,1
M-01604,turbine,64.85,8.56,25.66,1587.15,35.58,300.69,11.71,49,24.51,633,-0.301,5.467,0.189,3.19,1,1
M-01605,cnc,77.01,4.66,30.04,1324.03,40.65,297.28,20.11,40,46.49,282,0.357,3.382,0.225,3.042,0,0
M-01606,cnc,62.93,2.38,28.58,1373.6,33.55,103.32,11.48,47,62.29,1160,-0.418,2.515,0.075,3.535,0,0
M-01607,turbine,80.91,3.93,26.9,1633.26,34.4,224.14,11.58,39,5.29,720,0.489,2.598,0.137,2.855,0,0
M-01608,cnc,84.58,2.84,32.47,1476.06,40.33,338.73,23.72,54,33.51,232,0.732,2.338,0.229,3.777,0,0
M-01609,compressor,76.72,3.65,23.23,1510.85,66.8,383.04,19.42,7,55.95,1092,0.604,3.283,0.254,2.355,0,0
M-01610,compressor,55.47,3.64,30.33,1155.53,48.26,352.37,21.22,5,70.98,1142,-0.644,3.07,0.305,2.425,0,0
M-01611,cnc,64.33,3.38,34.1,1568.08,52.38,300.08,12.14,42,34.76,712,-0.16,2.793,0.191,3.002,0,0
M-01612,turbine,79.65,2.25,29.71,1501.71,40.53,430.18,15.72,57,43.37,1142,0.488,2.25,0.286,4.175,1,0
M-01613,turbine,74.21,6.43,25.0,1438.5,59.6,370.34,13.01,35,26.02,1167,0.407,4.112,0.257,3.153,0,1
M-01614,compressor,47.06,4.62,37.18,1514.96,74.51,279.4,13.01,58,32.84,1148,-0.802,3.361,0.184,4.057,0,0
M-01615,turbine,86.43,3.88,35.38,1376.34,41.35,446.84,6.55,25,70.3,1160,0.835,3.509,0.325,2.36,1,1
M-01616,cnc,75.37,5.26,24.75,1343.46,72.7,233.75,20.84,41,37.04,164,0.595,3.553,0.174,3.027,0,1
M-01617,cnc,65.81,4.86,23.24,1406.46,56.37,209.33,11.81,31,31.56,124,-0.046,3.313,0.149,2.052,0,0
M-01618,robotic_arm,83.95,4.59,25.29,1366.44,52.2,277.63,15.64,53,33.36,731,0.82,3.142,0.203,3.667,0,1
M-01619,turbine,67.22,5.16,34.27,1842.5,56.8,255.69,21.14,39,63.2,920,0.029,4.734,0.139,3.595,0,1
M-01620,cnc,67.12,4.39,32.65,1614.14,56.69,281.28,19.47,27,58.28,1020,0.023,3.885,0.174,3.098,0,1
M-01621,cnc,77.58,5.14,35.74,1275.68,74.29,356.88,7.96,16,43.66,802,0.722,3.522,0.28,1.786,0,0
M-01622,compressor,91.81,5.25,29.04,1816.53,58.24,302.79,16.37,20,65.07,438,1.273,4.786,0.167,2.147,0,1
M-01623,turbine,90.24,4.43,25.45,1372.09,58.49,304.46,13.91,6,66.07,1125,1.197,3.717,0.222,2.012,0,0
M-01624,cnc,77.6,3.89,36.51,1455.3,46.94,308.82,9.2,10,6.25,745,0.449,2.344,0.212,1.573,0,0
M-01625,compressor,78.62,6.34,27.68,1611.54,62.07,154.7,4.82,31,37.21,846,0.652,4.535,0.096,2.234,0,1
M-01626,robotic_arm,81.91,3.53,32.12,1095.4,40.52,206.51,16.6,3,28.21,374,0.601,2.071,0.189,1.427,0,0
M-01627,compressor,61.43,4.75,21.7,1407.34,53.31,279.95,19.6,29,83.77,932,-0.295,4.297,0.199,3.112,0,1
M-01628,cnc,80.44,4.78,27.58,1346.8,86.6,250.21,22.83,4,31.17,233,0.988,3.176,0.186,1.724,0,0
M-01629,cnc,66.66,3.35,37.06,1486.91,21.95,289.93,11.1,11,35.14,1056,-0.348,2.668,0.195,1.986,0,0
M-01630,compressor,77.18,3.07,26.7,1516.61,54.8,396.27,11.98,42,56.09,1036,0.507,2.976,0.261,3.262,0,0
M-01631,compressor,71.73,3.7,35.89,1436.09,55.26,300.16,7.26,3,57.0,847,0.239,3.229,0.209,1.261,0,0
M-01632,turbine,79.01,3.51,17.01,1427.74,49.26,219.06,23.69,21,82.04,1179,0.543,3.611,0.153,3.244,1,1
M-01633,robotic_arm,75.18,2.16,27.64,1641.72,49.55,253.45,20.99,13,41.85,1100,0.355,2.37,0.154,2.696,0,0
M-01634,robotic_arm,43.27,3.29,29.97,1504.27,53.1,416.19,23.15,5,31.71,167,-1.206,2.592,0.277,1.728,0,0
M-01635,turbine,75.79,4.57,41.46,1457.46,48.98,404.61,13.91,14,62.78,335,0.379,3.853,0.278,1.674,0,0
M-01636,compressor,80.42,5.97,23.99,1476.62,54.66,343.73,8.2,8,74.19,224,0.668,4.878,0.233,0.998,0,1
M-01637,compressor,78.46,4.98,35.03,1780.46,46.15,203.44,15.46,6,99.3,446,0.484,5.266,0.114,1.539,0,1
M-01638,turbine,72.97,0.56,37.34,1481.08,76.27,324.94,11.44,40,63.74,743,0.511,1.699,0.219,2.906,0,0
M-01639,cnc,90.42,5.1,26.67,1357.4,48.98,329.94,10.96,9,51.62,249,1.111,3.775,0.243,1.225,0,0
M-01640,robotic_arm,77.11,3.42,28.76,1106.38,58.84,306.66,5.65,56,17.64,185,0.544,1.814,0.277,2.733,0,0
M-01641,turbine,78.38,4.83,31.85,1191.89,43.97,267.95,5.46,30,98.76,805,0.459,4.337,0.225,2.199,0,1
M-01642,cnc,84.44,4.18,22.11,1365.94,63.2,281.43,11.58,25,70.07,790,0.954,3.652,0.206,2.353,0,1
M-01643,compressor,77.63,3.93,28.27,1430.49,60.8,263.42,22.52,52,20.68,496,0.589,2.619,0.184,3.845,0,0
M-01644,cnc,65.02,4.06,38.66,1349.99,57.03,230.57,18.46,47,48.67,888,-0.079,3.133,0.171,3.728,0,0
M-01645,cnc,49.62,4.17,34.14,1513.21,39.67,393.79,19.21,26,58.23,746,-1.022,3.619,0.26,2.814,0,0
M-01646,compressor,69.23,6.08,30.06,1347.67,42.97,362.35,8.69,58,25.6,550,-0.009,3.782,0.269,3.299,0,1
M-01647,cnc,81.61,4.17,31.68,1285.39,72.23,286.48,18.69,32,74.59,165,0.903,3.623,0.223,2.539,0,0
M-01648,turbine,70.47,5.72,34.49,1560.28,42.84,327.89,12.13,43,66.78,929,0.052,4.71,0.21,3.222,0,1
M-01649,turbine,82.01,5.52,35.63,1696.49,59.69,330.33,5.19,58,27.21,783,0.797,4.001,0.195,3.284,0,1
M-01650,turbine,75.49,5.13,27.66,1250.71,40.66,457.29,11.9,43,99.03,216,0.281,4.591,0.366,2.614,1,1
M-01651,cnc,86.88,1.7,40.21,1493.87,64.1,361.72,6.63,36,95.12,298,1.085,2.971,0.242,2.086,0,0
M-01652,cnc,71.05,5.76,38.9,1107.1,43.76,359.26,21.07,37,30.22,424,0.09,3.356,0.325,3.098,0,1
M-01653,cnc,78.68,3.56,35.06,1184.58,40.44,307.47,20.81,39,46.97,288,0.438,2.589,0.26,3.048,0,0
M-01654,cnc,79.06,5.2,25.94,1344.02,43.45,276.76,9.75,58,90.0,986,0.487,4.581,0.206,3.727,0,1
M-01655,turbine,89.02,2.84,24.88,1654.28,45.35,394.88,16.24,42,43.6,1126,1.004,2.796,0.239,3.593,0,0
M-01656,compressor,56.93,2.54,29.04,1309.83,56.86,347.4,11.28,19,95.71,188,-0.485,3.183,0.265,1.593,0,0
M-01657,cnc,69.42,6.97,31.36,1303.1,52.83,251.08,7.08,3,24.04,355,0.099,4.174,0.193,0.841,0,0
M-01658,turbine,82.49,2.86,20.39,1456.5,38.86,334.5,16.99,47,73.78,406,0.613,3.129,0.23,3.238,0,0
M-01659,compressor,89.46,5.8,33.97,1456.68,51.66,359.43,19.2,30,61.95,1190,1.09,4.513,0.247,3.344,0,1
M-01660,cnc,76.4,4.37,38.72,1308.68,38.28,168.77,19.49,26,37.89,779,0.303,3.028,0.129,2.859,0,0
M-01661,cnc,71.07,3.61,34.46,1807.52,59.72,245.04,6.98,56,73.19,1148,0.251,4.032,0.136,3.616,0,1
M-01662,robotic_arm,81.57,4.14,26.94,1402.23,61.92,328.58,14.25,11,7.3,364,0.798,2.425,0.234,1.598,0,0
M-01663,turbine,82.69,2.38,26.23,1470.45,51.71,179.91,4.48,4,26.93,165,0.751,1.947,0.122,0.566,0,0
M-01664,cnc,70.4,4.18,32.8,1377.68,55.26,190.2,5.8,44,29.82,623,0.173,2.864,0.138,2.627,0,0
M-01665,turbine,77.3,2.68,30.08,1529.19,73.03,287.42,5.62,55,16.16,996,0.695,1.984,0.188,3.367,0,0
M-01666,turbine,85.81,3.65,33.66,1672.29,50.11,336.95,5.14,50,8.23,1019,0.891,2.559,0.201,3.158,0,0
M-01667,turbine,92.9,5.5,34.61,1749.46,40.67,339.96,10.68,52,38.53,614,1.152,4.292,0.194,3.232,0,1
M-01668,cnc,81.43,4.56,37.55,1312.79,58.95,407.86,11.15,52,25.74,389,0.761,2.896,0.311,3.073,0,1
M-01669,cnc,74.44,2.12,24.21,1648.14,38.41,310.35,17.96,41,17.62,142,0.206,1.876,0.188,2.836,0,0
M-01670,turbine,73.46,5.39,32.33,1548.94,49.47,280.78,10.6,55,19.94,573,0.268,3.577,0.181,3.313,0,0
M-01671,compressor,79.57,4.19,28.82,1625.42,44.81,220.02,6.81,21,83.5,684,0.527,4.296,0.135,1.818,0,0
M-01672,robotic_arm,72.84,3.44,30.41,1433.46,43.58,280.0,22.94,45,14.02,110,0.178,2.221,0.195,3.268,0,0
M-01673,turbine,75.9,5.25,36.19,1416.33,49.0,350.99,21.51,7,73.86,1127,0.385,4.385,0.248,2.51,0,1
M-01674,cnc,63.42,3.97,36.84,1618.43,62.8,353.93,6.48,32,10.13,876,-0.101,2.696,0.219,2.399,0,0
M-01675,turbine,86.97,2.57,39.39,1621.84,65.27,322.2,11.26,18,8.86,452,1.101,1.907,0.199,1.772,0,0
M-01676,turbine,62.6,6.79,33.55,1731.83,63.11,340.56,7.36,56,47.01,484,-0.139,5.147,0.197,3.085,0,1
M-01677,robotic_arm,69.68,4.18,30.34,1485.74,56.04,387.96,23.18,27,41.28,486,0.144,3.245,0.261,2.876,0,1
M-01678,compressor,74.98,4.09,29.48,1430.76,48.91,309.89,11.12,14,56.85,1044,0.338,3.428,0.217,2.097,0,1
M-01679,turbine,93.91,3.63,20.59,1007.23,23.71,393.88,5.96,35,71.75,893,1.033,2.872,0.391,2.502,0,1
M-01680,compressor,69.77,5.85,39.04,1159.97,56.41,257.77,18.54,6,34.43,188,0.153,3.564,0.222,1.509,0,0
M-01681,robotic_arm,67.34,3.47,29.07,1379.03,24.65,300.24,18.23,9,23.47,429,-0.287,2.345,0.218,1.812,0,0
M-01682,turbine,68.49,2.04,34.04,1251.81,28.92,273.75,8.82,27,83.1,958,-0.186,2.571,0.219,2.408,0,0
M-01683,robotic_arm,90.59,3.25,35.07,1596.54,50.06,356.53,10.43,38,20.7,485,1.13,2.482,0.223,2.55,0,0
M-01684,cnc,45.88,6.06,23.53,1214.2,55.17,239.06,12.3,35,80.85,993,-1.054,4.683,0.197,2.966,0,0
M-01685,cnc,63.97,5.36,25.46,1359.77,46.59,284.09,9.35,5,60.78,653,-0.235,4.109,0.209,1.305,0,0
M-01686,cnc,101.31,3.84,40.28,1366.84,70.43,184.12,9.78,41,32.49,951,1.87,2.716,0.135,3.019,1,0
M-01687,compressor,79.91,6.12,32.74,1666.85,57.55,343.63,20.03,5,34.85,675,0.671,4.446,0.206,1.964,0,1
M-01688,compressor,62.94,5.25,27.52,1340.52,49.01,386.04,19.04,49,40.21,905,-0.263,3.605,0.288,3.856,0,1
M-01689,robotic_arm,73.58,3.83,30.24,1531.43,68.64,364.2,17.85,4,61.15,568,0.465,3.516,0.238,1.704,0,0
M-01690,compressor,74.67,3.97,37.52,1485.23,70.78,357.82,17.74,3,98.06,353,0.542,4.265,0.241,1.478,0,1
M-01691,turbine,82.46,4.66,36.61,1612.59,58.15,359.56,14.44,32,35.24,1069,0.805,3.572,0.223,3.037,0,1
M-01692,turbine,92.4,3.04,22.2,1603.04,42.7,350.48,11.02,48,94.48,552,1.147,3.849,0.219,3.041,0,1
M-01693,cnc,77.89,4.21,40.81,1443.98,45.4,344.94,18.41,46,24.49,100,0.448,2.866,0.239,3.028,0,0
M-01694,robotic_arm,68.6,4.63,36.8,1144.67,34.64,349.13,6.33,36,15.73,518,-0.124,2.497,0.305,2.251,0,0
M-01695,robotic_arm,81.87,1.84,30.09,1408.29,51.49,262.38,6.82,12,55.55,546,0.708,2.134,0.186,1.344,0,0
M-01696,compressor,67.02,3.93,23.85,1446.41,39.4,291.99,6.53,57,97.77,357,-0.155,4.186,0.202,2.969,0,1
M-01697,cnc,63.67,3.78,37.32,1501.48,48.05,309.57,18.65,3,51.06,1064,-0.236,3.243,0.206,2.126,0,0
M-01698,turbine,56.4,5.64,33.86,1317.24,55.13,283.18,15.83,22,80.99,635,-0.529,4.603,0.215,2.359,0,1
M-01699,turbine,58.35,1.62,22.25,1655.36,28.2,203.19,13.0,45,49.89,501,-0.701,2.252,0.123,2.998,0,0
M-01700,robotic_arm,65.04,3.67,29.61,1452.45,36.84,224.72,13.52,37,85.75,864,-0.28,3.806,0.155,3.011,0,0
M-01701,turbine,62.22,3.53,49.76,1284.31,45.92,319.95,20.55,47,82.21,800,-0.33,3.418,0.249,3.78,0,0
M-01702,turbine,77.13,5.54,31.1,1367.52,51.37,363.88,6.43,46,70.19,621,0.47,4.407,0.266,2.744,0,1
M-01703,compressor,62.01,4.14,26.55,1797.14,46.07,305.61,11.66,56,63.46,1172,-0.339,4.113,0.17,3.917,0,1
M-01704,robotic_arm,42.56,6.71,24.95,1569.59,48.75,484.71,19.2,31,54.22,1171,-1.284,5.02,0.309,3.368,1,1
M-01705,compressor,63.56,5.13,41.63,1638.72,43.53,245.22,17.16,49,95.89,618,-0.287,5.079,0.15,3.504,0,1
M-01706,turbine,69.28,3.63,36.09,1262.51,34.61,333.92,12.7,11,57.95,876,-0.09,2.957,0.264,1.932,0,0
M-01707,cnc,67.95,4.54,39.44,1326.01,45.58,388.93,8.49,12,37.03,147,-0.047,3.129,0.293,1.112,0,0
M-01708,compressor,89.2,3.7,32.49,1327.34,49.44,374.27,22.93,4,88.81,581,1.054,3.71,0.282,2.02,0,1
M-01709,turbine,67.86,5.4,38.52,1483.19,48.28,347.58,12.16,13,67.7,580,-0.024,4.445,0.234,1.733,0,1
M-01710,cnc,82.81,2.33,25.91,1418.68,53.34,374.57,21.56,8,58.03,538,0.774,2.471,0.264,2.062,0,0
M-01711,turbine,73.81,3.05,31.98,1361.89,57.03,308.6,19.56,49,69.81,1023,0.361,3.017,0.227,3.986,0,1
M-01712,compressor,73.58,4.84,32.72,1384.47,60.18,413.09,21.23,30,38.14,737,0.381,3.402,0.298,3.088,0,1
M-01713,turbine,65.65,5.92,39.29,1307.07,44.4,388.41,4.34,27,44.98,613,-0.174,4.021,0.297,1.851,0,1
M-01714,turbine,73.41,1.12,32.91,1417.63,33.09,249.61,13.55,39,23.58,569,0.102,1.111,0.176,2.847,0,0
M-01715,compressor,66.35,6.12,27.25,1650.38,67.26,325.9,9.19,22,86.23,776,0.09,5.451,0.197,2.078,0,1
M-01716,turbine,75.7,4.0,31.38,1177.63,56.63,204.43,9.48,35,68.23,336,0.451,3.249,0.174,2.249,0,0
M-01717,compressor,71.64,1.56,20.94,1512.37,40.54,403.92,9.4,2,83.3,362,0.087,2.686,0.267,0.945,0,0
M-01718,robotic_arm,64.55,-0.0,17.07,1698.42,55.33,319.58,11.79,43,35.15,668,-0.119,1.128,0.188,2.984,1,0
M-01719,robotic_arm,83.92,2.06,35.99,1417.03,64.82,392.67,12.21,52,99.57,444,0.944,3.148,0.277,3.183,0,1
M-01720,turbine,78.27,4.17,28.75,1354.8,72.75,297.89,16.68,4,38.93,836,0.741,3.009,0.22,1.858,0,0
M-01721,cnc,69.52,4.11,29.43,1616.36,55.01,184.34,10.01,6,38.6,1090,0.126,3.34,0.114,1.749,0,0
M-01722,cnc,75.45,5.09,35.99,1272.84,64.72,476.43,9.46,9,96.26,487,0.52,4.541,0.374,1.333,1,1
M-01723,robotic_arm,73.16,3.43,39.38,1445.92,37.48,313.52,11.21,37,67.23,731,0.133,3.297,0.217,2.762,0,0
M-01724,robotic_arm,65.32,2.65,34.21,1262.83,51.57,239.99,17.73,46,93.68,404,-0.118,3.134,0.19,3.24,0,0
M-01725,compressor,74.7,3.62,42.57,1113.38,47.98,379.47,4.0,49,64.2,970,0.315,2.866,0.341,3.009,0,1
M-01726,cnc,67.79,4.25,34.02,1422.64,56.11,437.33,18.94,47,28.42,331,0.051,2.937,0.307,3.292,1,0
M-01727,compressor,64.55,4.52,32.81,1222.59,71.33,291.84,10.78,35,42.12,669,0.041,3.077,0.239,2.604,0,0
M-01728,turbine,57.77,3.1,32.44,1447.9,55.0,298.55,15.52,42,86.6,492,-0.461,3.503,0.206,3.021,0,0
M-01729,cnc,70.41,5.46,23.29,1650.71,40.75,320.47,19.23,18,51.5,938,0.028,4.392,0.194,2.655,0,0
M-01730,compressor,79.67,3.33,36.74,1783.77,36.84,232.79,14.22,45,72.35,361,0.452,3.827,0.131,2.954,0,0
M-01731,turbine,67.05,2.98,16.33,1466.84,71.75,260.11,16.94,12,20.82,313,0.17,2.152,0.177,1.757,1,0
M-01732,cnc,99.21,3.44,27.48,1633.46,58.17,420.83,22.4,57,42.98,937,1.642,3.085,0.258,4.405,1,1
M-01733,robotic_arm,82.86,5.7,31.14,1521.81,57.38,296.41,4.6,4,84.75,708,0.817,5.007,0.195,1.026,0,1
M-01734,cnc,87.04,4.01,26.26,1381.04,47.88,250.56,10.99,56,94.4,798,0.931,4.069,0.181,3.564,0,1
M-01735,turbine,81.95,3.23,28.29,1103.54,55.21,275.62,22.54,28,35.81,971,0.75,2.068,0.25,3.281,0,0
M-01736,robotic_arm,92.53,5.5,42.04,1742.77,40.16,374.73,20.75,39,21.39,408,1.128,3.941,0.215,3.145,0,1
M-01737,turbine,66.13,7.2,37.62,1261.16,56.65,176.57,16.34,11,7.22,357,-0.027,3.906,0.14,1.718,1,0
M-01738,cnc,48.39,4.49,26.89,1698.9,37.9,321.55,8.59,20,17.1,1190,-1.101,3.24,0.189,2.307,0,0
M-01739,compressor,69.54,5.93,28.18,1546.63,47.69,465.04,10.61,52,84.39,213,0.054,5.157,0.301,2.894,1,1
M-01740,turbine,79.58,5.65,23.34,1274.32,44.29,437.02,21.16,2,48.29,806,0.522,3.894,0.343,2.021,1,1
M-01741,cnc,75.52,3.35,35.23,1506.16,12.91,342.26,17.97,13,32.7,521,0.005,2.649,0.227,2.032,0,0
M-01742,cnc,76.75,4.24,29.5,1833.92,47.84,390.57,9.71,38,78.69,248,0.416,4.524,0.213,2.309,0,1
M-01743,cnc,87.21,2.4,19.2,1726.42,41.21,389.94,6.64,48,80.38,1148,0.873,3.396,0.226,3.275,0,1
M-01744,turbine,77.82,3.91,31.6,1357.71,49.48,296.82,19.62,27,39.41,1010,0.486,2.88,0.219,3.099,0,0
M-01745,robotic_arm,81.99,3.32,33.63,1321.84,52.02,365.11,15.52,7,90.63,336,0.72,3.529,0.276,1.491,0,0
M-01746,robotic_arm,64.6,3.64,36.78,1468.04,73.22,421.26,23.27,10,49.0,926,0.062,3.077,0.287,2.568,0,0
M-01747,robotic_arm,63.05,3.15,30.56,1420.21,55.66,222.86,12.13,53,29.82,942,-0.191,2.358,0.157,3.633,0,0
M-01748,compressor,90.14,3.8,28.76,1665.95,56.01,342.48,10.98,14,90.48,645,1.167,4.278,0.206,1.756,0,1
M-01749,compressor,75.01,4.95,42.92,1583.13,57.95,328.5,9.82,35,19.53,1151,0.43,3.372,0.207,2.948,0,0
M-01750,compressor,67.77,4.03,31.04,1145.4,62.46,311.71,13.64,56,99.61,349,0.113,3.847,0.272,3.349,0,1
M-01751,robotic_arm,67.79,1.59,35.32,1532.56,57.45,305.95,10.45,23,63.26,170,0.064,2.329,0.2,1.689,0,0
M-01752,cnc,67.51,3.16,27.76,1417.76,55.38,320.06,5.46,5,91.96,990,0.029,3.6,0.226,1.353,0,0
M-01753,turbine,66.91,2.07,35.14,1456.68,60.53,325.51,10.24,49,21.99,486,0.051,1.661,0.223,2.98,0,0
M-01754,turbine,61.17,4.54,22.27,1494.81,22.88,377.71,8.38,47,41.97,228,-0.613,3.473,0.253,2.573,0,0
M-01755,compressor,59.0,4.9,28.23,1665.77,77.07,335.97,20.31,39,87.96,1165,-0.18,4.836,0.202,3.749,0,1
M-01756,robotic_arm,72.05,4.56,23.75,1626.0,71.08,293.44,8.71,54,84.52,554,0.413,4.521,0.18,3.144,0,1
M-01757,cnc,68.07,3.1,27.37,1315.05,54.61,250.41,13.18,46,87.83,1050,0.05,3.339,0.19,3.506,0,0
M-01758,turbine,85.07,4.55,38.5,1439.45,35.04,274.29,17.45,41,31.64,997,0.704,3.189,0.191,3.518,0,1
M-01759,turbine,76.93,3.54,27.33,1369.27,66.52,321.98,6.98,21,63.67,426,0.612,3.178,0.235,1.614,0,0
M-01760,turbine,76.65,2.61,35.31,1147.27,43.67,259.11,14.63,5,42.01,979,0.369,1.913,0.226,1.893,0,0
M-01761,compressor,66.57,5.24,40.1,1430.31,58.41,366.48,20.94,44,35.47,611,0.013,3.634,0.256,3.526,0,1
M-01762,cnc,72.79,5.35,30.83,1782.06,36.61,332.95,15.68,51,54.41,789,0.106,4.574,0.187,3.638,0,1
M-01763,cnc,77.61,5.53,36.96,1141.83,78.72,379.33,13.65,42,72.93,408,0.768,4.13,0.332,2.839,0,1
M-01764,cnc,81.16,3.35,34.19,1445.67,34.69,263.48,20.78,39,54.26,98,0.505,2.992,0.182,2.888,0,0
M-01765,cnc,73.06,5.85,31.7,1439.9,52.83,250.98,22.95,43,26.9,301,0.281,3.813,0.174,3.348,0,1
M-01766,cnc,84.79,3.51,35.5,1501.79,26.53,378.84,20.42,18,81.71,459,0.605,3.71,0.252,2.328,0,0
M-01767,turbine,74.08,5.11,42.04,1276.71,51.51,313.45,12.17,8,97.89,697,0.319,4.595,0.246,1.631,0,1
M-01768,cnc,81.93,3.48,27.18,1193.48,46.9,291.84,16.23,38,39.47,1037,0.665,2.411,0.245,3.358,0,0
M-01769,cnc,69.1,3.89,25.24,1201.85,65.65,350.41,14.53,56,85.68,286,0.212,3.568,0.292,3.35,0,1
M-01770,turbine,55.87,0.81,24.89,1689.57,46.9,347.99,10.07,9,87.07,890,-0.637,2.601,0.206,1.706,0,0
M-01771,robotic_arm,76.68,3.78,36.97,1273.12,65.66,223.38,12.71,6,29.75,921,0.591,2.491,0.175,1.77,0,0
M-01772,turbine,81.25,4.33,37.78,1360.08,39.71,395.0,20.59,43,72.0,989,0.56,3.763,0.29,3.779,0,1
M-01773,robotic_arm,79.75,3.63,27.78,1828.83,48.62,278.32,10.01,26,94.15,994,0.574,4.49,0.152,2.469,0,1
M-01774,turbine,78.22,6.66,18.18,1317.83,48.86,415.5,21.79,54,75.29,159,0.5,5.051,0.315,3.6,0,1
M-01775,robotic_arm,70.51,2.57,26.95,1511.63,57.95,218.32,23.83,29,7.85,331,0.205,1.731,0.144,2.866,0,0
M-01776,compressor,65.93,3.41,34.29,1641.49,56.42,325.63,10.14,32,62.43,1134,-0.039,3.47,0.198,2.833,0,0
M-01777,robotic_arm,79.52,2.93,30.6,1632.83,60.67,292.93,6.45,5,78.95,791,0.683,3.525,0.179,1.246,0,0
M-01778,compressor,78.26,3.41,32.08,1210.32,55.2,176.61,23.14,57,63.72,344,0.565,2.879,0.146,3.955,0,0
M-01779,compressor,68.39,5.64,27.86,1321.6,59.94,347.78,7.42,21,7.73,1195,0.119,3.147,0.263,2.281,0,0
M-01780,compressor,85.09,6.27,37.08,1504.43,41.23,179.94,19.43,27,16.42,458,0.767,3.926,0.12,2.627,0,0
M-01781,cnc,65.17,3.22,33.06,1797.22,56.67,286.04,4.78,38,81.15,410,-0.075,3.961,0.159,2.149,0,0
M-01782,turbine,68.16,3.19,34.52,1312.93,71.3,376.78,8.71,51,51.37,1023,0.221,2.656,0.287,3.415,0,1
M-01783,cnc,90.36,2.58,31.95,1361.15,31.84,270.55,9.2,48,96.01,1156,0.937,3.284,0.199,3.436,0,1
M-01784,cnc,82.69,6.03,34.15,1525.52,57.87,246.26,9.94,46,44.42,540,0.813,4.384,0.161,2.887,0,1
M-01785,cnc,70.42,5.77,33.75,1561.54,60.12,357.02,22.39,8,83.06,806,0.222,5.065,0.229,2.335,0,1
M-01786,turbine,76.87,4.05,25.43,1572.45,69.53,288.78,7.51,7,8.37,803,0.639,2.642,0.184,1.4,0,0
M-01787,compressor,75.55,2.25,33.24,1297.66,60.71,278.67,7.47,50,84.9,340,0.485,2.787,0.215,2.732,0,0
M-01788,robotic_arm,46.54,2.37,35.75,1354.23,53.2,387.87,17.83,54,86.61,703,-1.041,2.971,0.286,3.816,0,0
M-01789,turbine,64.94,4.44,37.93,1488.79,57.16,229.13,23.05,38,39.4,151,-0.082,3.356,0.154,3.029,0,0
M-01790,cnc,73.49,4.97,33.5,1677.22,43.18,275.13,11.79,54,34.4,1051,0.206,3.817,0.164,3.743,0,1
M-01791,turbine,70.43,1.31,25.21,1407.07,47.34,361.32,19.46,20,91.44,1009,0.095,2.558,0.257,2.809,0,0
M-01792,compressor,76.47,3.75,26.13,1445.99,35.97,224.92,4.62,22,78.88,263,0.283,3.706,0.156,1.376,0,0
M-01793,cnc,85.29,6.47,28.39,1265.33,69.84,420.4,20.48,11,61.81,765,1.063,4.6,0.332,2.306,0,1
M-01794,robotic_arm,70.78,3.9,32.14,1785.38,57.4,290.9,18.47,48,46.45,198,0.213,3.622,0.163,3.193,0,1
M-01795,turbine,63.42,6.29,30.27,1477.77,41.01,361.84,21.93,40,91.65,187,-0.319,5.401,0.245,3.072,0,1
M-01796,cnc,77.25,5.11,24.26,1644.0,55.26,361.71,16.75,15,75.99,791,0.515,4.678,0.22,2.264,0,1
